nwname,fname,smile,CHA score,CCA score,mws,logps,hbds,hbas,psas,robs,qeds,chiral_centes,RO5scores,RO5scoresnum
455aj,P18612343.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H](CO)[C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O,0.485,0.23,344.3,-5.76,9,11,200.5,8,0.2,9,--++-+,3
456aj,P18512115.sdf,Cc1cc(n(n1)CCC[NH2+]Cc2ccc(c(c2)OC)OC[C@H](C[NH+]3CCC(CC3)O)O)C,0.121,0.01,448.6,-0.56,5,8,97.8,12,0.33,1,--+-++,3
457aj,P18365349.sdf,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O,0.152,0.24,383.4,-5.41,8,12,206.2,9,0.18,9,--++-+,3
458aj,P18362823.sdf,c1cn(c(=O)nc1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)([O-])O[P@](=O)([O-])OCC[NH3+])O)O,0.667,0.19,445.2,-4.33,7,15,246.2,9,0.26,6,--++-+,3
459aj,P18305827.sdf,Cn1ccnc1SCC[NH2+]Cc2ccc(c(c2)OC)OC[C@@H](C[NH+]3CCC(CC3)O)O,0.061,0,452.6,-0.94,5,8,97.8,12,0.25,1,--+-++,3
460aj,P18263776.sdf,c1[nH]c(=O)c2c(n1)n(c(n2)NCCCCCC[NH3+])[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O,0.424,0.18,383.4,-2.05,8,11,173.2,9,0.27,4,--++-+,3
461aj,P18225465.sdf,C(C(CO)(CO)COCC(CO)(CO)COCC(CO)(CO)CO)O,0,0.12,372.4,-4.08,8,10,180.3,16,0.13,0,--++++,4
462aj,P17912668.sdf,C1[C@@H](C=CS1(=O)=O)NC(=S)NCCNC(=S)N[C@H]2CS(=O)(=O)C=C2,0.424,0,410.6,-1.46,4,8,116.4,5,0.32,2,-----+,1
463aj,P17912053.sdf,C1CS(=O)(=O)C[C@H]1N(CCO)C(=O)NCCCCCCNC(=O)N(CCO)[C@H]2CCS(=O)(=O)C2,0.182,0.01,526.7,-1.07,4,12,173.4,13,0.22,2,---+++,3
464aj,P17912042.sdf,C1CS(=O)(=O)C[C@@H]1N(CCO)C(=O)NCCCCCCNC(=O)N(CCO)[C@@H]2CCS(=O)(=O)C2,0.121,0.07,526.7,-1.07,4,12,173.4,13,0.22,2,---+++,3
465aj,P17257417.sdf,Cc1[nH+]cc(c(n1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SS/C(=C(/C)\N(Cc2cnc([nH+]c2N)C)C=O)/CCOC(=O)C(C)C)C,0.182,0.04,704.9,3.53,6,14,199.3,19,0.12,0,--++++,4
466aj,P17257416.sdf,Cc1[nH+]cc(c(n1)N)CN(C=O)/C(=C(/CCOC(=O)C(C)C)\SSC(=C(C)N(Cc2cnc([nH+]c2N)C)C=O)CCOC(=O)C(C)C)/C,0.242,0.04,704.9,3.53,6,14,199.3,19,0.12,0,--++++,4
467aj,P17257415.sdf,Cc1[nH+]cc(c(n1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SS/C(=C(/C)\N(Cc2c[nH+]c(nc2N)C)C=O)/CCOC(=O)C(C)C)C,0.515,0.07,704.9,3.53,6,14,199.3,19,0.12,0,--++++,4
468aj,P17257413.sdf,Cc1[nH+]cc(c(n1)N)CN(C=O)/C(=C(/CCOC(=O)C(C)C)\SSC(=C(C)N(Cc2cnc(nc2N)C)C=O)CCOC(=O)C(C)C)/C,0.455,0.09,703.9,4.11,5,14,198.1,19,0.12,0,--++++,4
469aj,P17257093.sdf,CC(C)[C@H](C(=O)OC[C@H](CO)OCn1cnc2c1nc([nH]c2=O)N)[NH3+],0.333,0.03,355.4,-2.15,7,11,173,8,0.39,2,--++-+,3
470aj,P17256422.sdf,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O,0.424,0.09,554.7,-1.63,8,12,197.3,19,0.07,2,--++++,4
471aj,P15845729.sdf,CC(C)OCCCNc1[nH+]c2c(n1C[C@@H](COc3ccc(cc3)OC)O)c(=O)[nH]c(=O)n2C,0.273,0.17,462.5,0.52,4,11,133.9,12,0.33,1,---+++,3
472aj,P15824754.sdf,C[C@@H](CNc1nc2c(n1C[C@@H](COc3ccc(cc3)Cl)O)c(=O)[nH]c(=O)n2C)O,0.091,0.15,423.9,0.31,4,10,134.4,8,0.41,2,---+-+,2
473aj,P156373994.sdf,c1ccc2c(c1)c(no2)CS(=O)(=O)[N-]c3cc(c(cc3S(=O)(=O)N)S(=O)(=O)N)Cl,0.152,0.1,479.9,1.31,4,11,194.6,6,0.53,0,---+--,1
474aj,P156291737.sdf,CCOC(=O)NC(=O)/C(=C/Nc1ccc(cc1)N/C=C(/C(=O)NC(=O)OCC)\C(=O)C)/C(=O)C,0.121,0,474.5,2,4,12,169,10,0.22,0,---+++,3
475aj,P156284300.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)O)O)O)O,0.03,0.24,342.3,-5.55,8,11,197.4,8,0.2,9,--++-+,3
476aj,P156253147.sdf,CC(=O)Nc1ccc(cc1)S(=O)(=O)[N-]NC(=O)CCC(=O)N[N-]S(=O)(=O)c2ccc(cc2)NC(=O)C,0.273,0.09,538.6,1.27,4,14,212.9,11,0.3,0,---+++,3
477aj,P156253085.sdf,CC(=O)Nc1ccc(cc1)S(=O)(=O)NNC(=O)CCC(=O)NNS(=O)(=O)c2ccc(cc2)NC(=O)C,0.333,0.02,540.6,-0.3,6,14,208.7,11,0.21,0,--++++,4
478aj,P156253072.sdf,Cc1ccc(c(c1)C)NC(=O)CCC(=O)NNC(=O)CCCCCCCC(=O)NNC(=O)CCC(=O)Nc2ccc(cc2C)C,0.394,0.01,622.8,4.08,6,12,174.6,16,0.12,0,--++++,4
479aj,P156243592.sdf,CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)OC)O,0.061,0.24,397.4,-4.76,7,12,195.2,10,0.17,9,--++++,4
480aj,P156241194.sdf,[H]/N=C(/N)\N/C(=N/[H])/N1CCN(CC1)CN/C(=C/2\C(=O)[C@@H]([C@H]3C[C@@H]4C(=C(c5c(cccc5O)[C@]4(C)O)[O-])C(=O)[C@]3(C2=O)O)N(C)C)/O,0.424,0.24,625.7,-2.94,10,16,262.7,4,0.04,5,--++-+,3
481aj,P156240175.sdf,c1cc(ccc1/C=C/C(=O)C2=C([C@@](C3=C(C2=O)[C@H]4[C@@H](O3)[C@@H]([C@@H]([C@@H](O4)CO)O)O)([O-])O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)[O-])O,0.455,0.22,608.5,-5.82,8,16,279,7,0.08,11,--++-+,3
482aj,P156239844.sdf,c1cc(ccc1/C=C/C(=O)C2=C([C@](C3=C(C2=O)[C@H]4[C@@H](O3)[C@@H]([C@@H]([C@@H](O4)CO)O)O)(O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)[O-])O,0.394,0.24,609.5,-5.19,9,16,276.2,7,0.08,11,--++-+,3
483aj,P156239843.sdf,c1cc(ccc1/C=C/C(=O)C2=C([C@@](C3=C(C2=O)[C@H]4[C@@H](O3)[C@@H]([C@@H]([C@@H](O4)CO)O)O)(O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)[O-])O,0.364,0.22,609.5,-5.19,9,16,276.2,7,0.08,11,--++-+,3
484aj,P156232182.sdf,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O)CCC[NH3+],0.394,0.21,523.2,-4.19,6,17,280.3,11,0.2,6,--++++,4
485aj,P156232118.sdf,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OP(=O)([O-])[O-])O)CCC[NH3+],0.03,0.2,522.2,-4.83,5,17,283.1,11,0.23,5,--++++,4
486aj,P156230553.sdf,c1[nH+]c(nc(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O[P@](=O)([O-])OC[C@H]3[C@@H](C[C@@H](O3)n4cnc5c4nc([nH]c5=O)N)O)N,0.182,0.23,557.4,-3.85,8,19,282.2,8,0.17,7,--++-+,3
487aj,P156230344.sdf,c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)(O[C@H](CO)[C@H]([C@@H]([C@H](C=O)O)O)O)O[P@@](=O)(O)[O-])O)O,0.091,0.25,565.3,-5.58,8,19,307.7,13,0.08,10,--++++,4
488aj,P156230313.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]([C@@H](CO)O)[C@@H]([C@H](C=O)N)O)CO)N)O)O)O,0.091,0.22,501.5,-7.83,14,16,293.9,11,0.12,14,--++++,4
489aj,P156230310.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)N)O[C@@H]([C@@H](CO)O)[C@@H]([C@H](C=O)N)O)CO)N)O)O)O,0.182,0.23,501.5,-7.83,14,16,293.9,11,0.12,14,--++++,4
490aj,P156230237.sdf,CC(=O)N[C@@H]1[C@@H](C[C@@](O[C@@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)NC(=O)C)O)O)O,0.121,0.23,511.5,-7.24,9,16,267.6,9,0.14,11,--++-+,3
491aj,P156230221.sdf,Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)CO)O[P@@](=O)([O-])OC[C@@H]3[C@H](C[C@@H](O3)n4cnc5c4ncnc5N)O,0.273,0.21,554.4,-1.93,5,17,242,8,0.22,7,--++-+,3
492aj,P156230197.sdf,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])OC[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,0.061,0.23,470.4,-7.54,9,15,266.6,12,0.12,10,--++++,4
493aj,P156230189.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)COS(=O)(=O)[O-])O[C@H]2[C@H]([C@H]([C@H]([C@@H](O2)COS(=O)(=O)[O-])O)O)O)O,0,0.24,541.5,-6.28,6,18,290.8,9,0.12,10,--++-+,3
494aj,P156230188.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@@H](O[C@H]1O)COS(=O)(=O)[O-])O[C@H]2[C@H]([C@H]([C@H]([C@@H](O2)COS(=O)(=O)[O-])O)O)O)O,0.545,0.24,541.5,-6.28,6,18,290.8,9,0.12,10,--++-+,3
495aj,P156230179.sdf,c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@](=O)(O[C@H](CO)[C@H]([C@@H]([C@H](C=O)O)O)O)OP(=O)([O-])[O-])O)O,0,0.23,564.3,-6.22,7,19,310.5,13,0.09,9,--++++,4
496aj,P156230178.sdf,c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO[P@@](=O)(O[C@H](CO)[C@H]([C@@H]([C@H](C=O)O)O)O)OP(=O)([O-])[O-])O)O,0.333,0.24,564.3,-6.22,7,19,310.5,13,0.09,9,--++++,4
497aj,P156230134.sdf,CCCCCCCCCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.242,0.24,482.6,-1.23,7,11,178.5,14,0.15,10,--++++,4
498aj,P156230122.sdf,CCCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.242,0.22,470.6,-1.3,7,10,169.3,12,0.17,10,--++++,4
499aj,P156229370.sdf,CC[NH+](CC)c1ccc(cc1)C(=C2C=CC(C=C2)(CC[NH3+])CC[NH3+])c3c(ccc4c3cc(cc4)S(=O)(=O)[O-])S(=O)(=O)[O-],0.212,0.15,612.8,1.38,7,9,174.1,11,0.28,0,--+-++,3
500aj,P156229136.sdf,CCN[C@@H]1C[C@@H]([C@@H]([C@@H]([C@H]1O[C@@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@@H]3[C@@H](CC=C(O3)CN)N)[NH3+],0.455,0.24,476.6,-3.92,12,12,201.4,8,0.17,11,--++-+,3
187ad,P58315204.sdf,c1ccc2c(c1)C(=O)C(=C(C2=O)N[C@@H](CCCC[NH3+])C(=O)[O-])N[C@@H](CCCC[NH3+])C(=O)[O-],0.515,0.04,446.5,-3.48,8,10,193.7,14,0.21,2,--++++,4
192ad,P57982427.sdf,c1c(nc(cn1)N2CCOCC2)/C(=N\[NH+]=C(/N3CCOCC3)\[S-])/N,0.03,0.06,351.4,-2.75,3,9,103.1,3,0.26,0,-----+,1
152ad,P60969415.sdf,CCOC(=O)c1c(oc(c1C(=O)N)NC(=O)[C@H](C)n2c(nnc2SCC)N)C,0.121,0.02,410.5,1.35,5,11,168.4,8,0.43,1,--++-+,3
151ad,P60971579.sdf,CCOC(=O)CSc1nnc(n1[C@@H](C)C(=O)Nc2c(c(c(o2)C)C(=O)OCC)C(=O)N)N,0.152,0.06,468.5,0.89,5,13,194.7,10,0.33,1,--++++,4
154ad,P60966420.sdf,C1CS(=O)(=O)C[C@@H]1[NH2+]COC(COCN[C@H]2CCS(=O)(=O)C2)COCN[C@H]3CCS(=O)(=O)C3,0.061,0.06,534.7,-3.42,4,12,170.8,14,0.15,3,---+++,3
160ad,P60952222.sdf,Cc1cc(c(n1c2ccccc2)C)C(=O)NNC(=O)CC[C@@H]3C(=NC(=O)N3)[O-],0.03,0.01,382.4,0.49,3,9,127.6,5,0.65,1,------,0
163ad,P60641348.sdf,C[C@@H]([C@@](CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)(C(C)C)O)O,0.303,0,456.5,-3.57,8,12,198.8,10,0.16,10,--++++,4
172ad,P59671750.sdf,CC(=O)NC1=NC(=NC(=O)[C@@H]1/N=C(/c2ccc(cc2)F)\[O-])SCC(=O)Nc3ccc(cc3)OC,0.273,0.04,484.5,1.11,2,10,144.6,6,0.46,1,---+-+,2
197ad,P57408145.sdf,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O[C@@H]5[C@@H]([C@](CO5)(CO)O)O)O)O,0.485,0,596.5,-2.07,10,16,269.4,7,0.13,8,--++-+,3
186ad,P58315205.sdf,c1ccc2c(c1)C(=O)C(=C(C2=O)N[C@@H](CCCC[NH3+])C(=O)[O-])N[C@H](CCCC[NH3+])C(=O)[O-],0.485,0.01,446.5,-3.48,8,10,193.7,14,0.21,2,--++++,4
191ad,P58017537.sdf,c1c(ncc(n1)[C@@H]([C@@H]([C@@H](CO)O)O)O)[C@H]([C@H]([C@@H](CO)O)O)O,0.121,0,320.3,-4.03,8,10,187.6,8,0.23,6,--++-+,3
183ad,P58519880.sdf,c1c(c(=O)[nH]c(=O)n1[C@@H]2[C@@H]([C@@H]([C@@H](O2)[C@@H](C(=O)[O-])NC(=O)[C@@H]([C@@H]([C@@H](COC(=O)N)O)O)N)O)O)CO,0.576,0.208,506.4,-7.97,11,18,312.8,10,0.14,8,--++++,4
153ad,P60969145.sdf,CC[C@@H](C(=O)Nc1c(c(c(o1)C)C(=O)OCC)C(=O)N)n2c(nnc2SC)N,0.061,0.19,410.5,1.35,5,11,168.4,8,0.43,1,--++-+,3
166ad,P60181404.sdf,COc1ccc(cc1OC)NC(=O)CCNS(=O)(=O)c2ccccc2C(=O)NCC[NH+]3CCOCC3,0.061,0.17,521.6,-0.34,4,11,136.5,12,0.3,0,---+++,3
159ad,P60964337.sdf,C1[C@H](C=CS1(=O)=O)NC(=S)NCCCCCCNC(=S)N[C@H]2CS(=O)(=O)C=C2,0,0.16,466.7,0.1,4,8,116.4,9,0.28,2,-----+,1
184ad,P58515251.sdf,c1c(c(=O)[nH]c(=O)n1[C@@H]2[C@H]([C@@H]([C@@H](O2)[C@@H](C(=O)[O-])NC(=O)[C@@H]([C@@H]([C@@H](COC(=O)N)O)O)[NH3+])O)O)CO,0.576,0.12,507.4,-8.69,12,18,314.4,10,0.14,8,--++++,4
190ad,P58219513.sdf,[C@@H](C(=O)NN/C(=N\[N+](=O)[O-])/N)(C(=O)N[N-]/C(=N\[N+](=O)[O-])/N)N[NH3+],0.273,0.05,336.2,-5.86,11,18,287,5,0.08,1,--++-+,3
157ad,P60965608.sdf,C1CS(=O)(=O)C[C@H]1CNC(=O)NCCOC(=O)NC[C@H]2CCS(=O)(=O)C2,0,0.21,411.5,-1.12,3,10,147.7,7,0.45,2,---+-+,2
156ad,P60966410.sdf,C1CS(=O)(=O)C[C@@H]1[NH2+]COC[C@@H](COCN[C@@H]2CCS(=O)(=O)C2)OCN[C@@H]3CCS(=O)(=O)C3,0.061,0.11,534.7,-3.42,4,12,170.8,14,0.15,4,---+++,3
164ad,P60615566.sdf,c1cn(c(=O)nc1SSc2ccn(c(=O)n2)[C@H]3[C@H]([C@@H]([C@@H](O3)CO)O)O)[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O,0.364,0.11,518.5,-3.18,6,14,209.6,7,0.16,8,--++-+,3
189ad,P58219514.sdf,[C@H](C(=O)NN/C(=N\[N+](=O)[O-])/N)(C(=O)N[N-]/C(=N\[N+](=O)[O-])/N)N[NH3+],0.273,0.09,336.2,-5.86,11,18,287,5,0.08,1,--++-+,3
169ad,P59800530.sdf,c1cc(ccc1C(=O)N[C@H](CCCC(=O)O)C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,0.242,0.16,486.5,-1.68,7,14,222.7,11,0.2,2,--++++,4
167ad,P60174932.sdf,C1CN(CCN1CCO)[C@H]2N=C3C(=NC=NC3=O)N2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O,0.061,0.21,396.4,-3.96,4,12,154,5,0.36,5,---+-+,2
182ad,P58519883.sdf,c1c(c(=O)[nH]c(=O)n1[C@H]2[C@@H]([C@@H]([C@@H](O2)[C@@H](C(=O)[O-])NC(=O)[C@@H]([C@@H]([C@@H](COC(=O)N)O)O)N)O)O)CO,0.606,0.27,506.4,-7.97,11,18,312.8,10,0.14,8,--++++,4
193ad,P57950470.sdf,CC1(OC[C@@H](O1)[C@@H](CC(=O)OC)c2ccc(cc2)OC[C@H](C[NH2+]CCNC(=O)N3CCOCC3)O)C,0.03,0.29,510.6,-0.17,4,11,132.4,12,0.26,3,---+++,3
196ad,P57408148.sdf,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O[C@@H]5[C@@H]([C@](CO5)(CO)O)O)O)O,0.455,0.27,596.5,-2.07,10,16,269.4,7,0.13,8,--++-+,3
162ad,P60661486.sdf,c1ccc(cc1)CCS[C@H]2N=C3C(=NC(=NC3=O)[NH-])N2[C@@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O,0.273,0.06,418.5,-0.21,4,10,151.1,6,0.58,5,---+--,1
200ad,P57408025.sdf,C/C=C(\C)/C[C@@H](/C=C(\C)/[C@@H]([C@@H](C)/C=C(\C)/[C@@H]([C@@H](C)/C=C/[C@@H](C/C=C/[C@@H]([C@@H](C(=O)[O-])O)O)O)O)O)C(=O)[O-],0.091,0.21,522.6,-0.07,5,9,181.4,16,0.17,8,--+-++,3
155ad,P60966414.sdf,C1CS(=O)(=O)C[C@@H]1[NH2+]COC[C@H](COCN[C@H]2CCS(=O)(=O)C2)OCN[C@@H]3CCS(=O)(=O)C3,0.091,0.02,534.7,-3.42,4,12,170.8,14,0.15,4,---+++,3
161ad,P60941761.sdf,CCCCn1c(c(c(=O)[nH]c1=O)N(C)CCCN2C(=O)CNC2=O)N,0,0.01,352.4,-0.7,4,10,133.5,8,0.53,0,---+--,1
175ad,P59569757.sdf,C[C@H](C[NH+](CCN(CC[NH+](C[C@@H](C)O)C[C@H](C)O)C[C@@H](C)O)C[C@@H](C)O)O,0.242,0.2,395.6,-4.04,7,8,113.3,16,0.14,6,--+-++,3
178ad,P58944021.sdf,C(COCCC([NH3+])([P@](=O)(O)[O-])[P@](=O)(O)[O-])C([NH3+])([P@@](=O)(O)[O-])[P@](=O)(O)[O-],0.091,0.19,450.1,-6.24,10,15,306,10,0.13,5,--++++,4
180ad,P58804153.sdf,CCOC(=O)C(=C(N/N=C(/C/C(=N/NC(=C(C(=O)OCC)C(=O)OCC)N)/C)\C)N)C(=O)OCC,0.03,0.23,498.5,-0.1,6,14,206,14,0.05,0,--++++,4
199ad,P57408065.sdf,COc1c(ccc(c1C(=O)OCc2ccccc2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,0.515,0.2,614.6,-2.88,9,16,254.5,10,0.12,10,--++++,4
171ad,P59800528.sdf,c1cc(ccc1C(=O)N[C@H](CCCC(=O)O)C(=O)[O-])NC[C@@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,0.091,0.06,486.5,-1.68,7,14,222.7,11,0.2,2,--++++,4
177ad,P59078972.sdf,COc1ccc(cc1)C2=C[C@H](N=N2)[C@@H]3NN[C@@H](N3N)SCC(=O)N4CCOCC4,0.091,0.19,419.5,0.36,4,10,116.8,6,0.57,3,---+--,1
194ad,P57897636.sdf,C[C@@H](/C(=N/CC[NH3+])/[O-])NC(=O)[C@H](C(C)(C)C)NC(=O)[C@H](CC(C)C)CC(=O)NO,0.364,0.18,415.5,-1.42,7,10,170.6,11,0.12,3,--++++,4
173ad,P59611549.sdf,C1=NC(=O)C2=N[C@H](N(C2=N1)[C@@H]3[C@@H]([C@@H]([C@@H](O3)CO)O)O)NCCCCCC[NH3+],0.212,0.09,383.4,-3.18,7,11,167,9,0.26,5,--++-+,3
188ad,P58297392.sdf,C[C@@H]1CC[C@@H]2[C@@]([C@@]1(CCC3=CCOC3=O)O)(CC[C@H](C2(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C,0.152,0.15,498.6,1.04,5,9,145.9,6,0.27,10,--+--+,2
168ad,P59974598.sdf,c1cc(ccc1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@H]3[C@@H]([C@](CO3)(CO)O)O)O,0.364,0.11,432.4,-2.78,7,11,178.5,8,0.23,8,--++-+,3
179ad,P58842029.sdf,C1[C@@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCOCCOCCNC(=O)CCN3C(=O)C=CC3=O)NC(=O)N2,0.03,0.16,525.6,-0.71,4,12,155.2,17,0.11,3,---+++,3
174ad,P59571544.sdf,C1C[NH+](CC[NH+](CCC[NH+](CC[NH+](C1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],0.242,0.02,432.5,-12.68,4,12,178.3,8,0.29,4,---+-+,2
181ad,P58519887.sdf,c1c(c(=O)[nH]c(=O)n1[C@H]2[C@H]([C@@H]([C@@H](O2)[C@@H](C(=O)[O-])NC(=O)[C@@H]([C@@H]([C@@H](COC(=O)N)O)O)N)O)O)CO,0.515,0.02,506.4,-7.97,11,18,312.8,10,0.14,8,--++++,4
170ad,P59800529.sdf,c1cc(ccc1C(=O)N[C@@H](CCCC(=O)O)C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,0.121,0.12,486.5,-1.68,7,14,222.7,11,0.2,2,--++++,4
185ad,P58384102.sdf,c1cc(ccc1C(=O)N[C@@H](CCCC(=O)O)C(=O)[O-])NC[C@@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,0.061,0.15,486.5,-1.68,7,14,222.7,11,0.2,2,--++++,4
158ad,P60964636.sdf,C1CS(=O)(=O)C[C@@H]1NCOCC(COCN[C@H]2CCS(=O)(=O)C2)OCN[C@@H]3CCS(=O)(=O)C3,0.091,0.18,533.7,-2.39,3,12,166.2,14,0.16,4,---+++,3
198ad,P57408066.sdf,COc1c(ccc(c1C(=O)OCc2ccccc2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,0.485,0.19,614.6,-2.88,9,16,254.5,10,0.12,10,--++++,4
176ad,P59569755.sdf,C[C@H](C[NH+](CCN(CC[NH+](C[C@@H](C)O)C[C@H](C)O)C[C@H](C)O)C[C@@H](C)O)O,0.242,0.23,395.6,-4.04,7,8,113.3,16,0.14,6,--+-++,3
195ad,P57546708.sdf,COc1cc2c(cc1OC)[nH]c(c(c2=O)/C(=N/CCNCCO)/O)[O-],0.273,0.24,350.4,-0.49,4,9,139.2,8,0.29,0,-----+,1
165ad,P60599166.sdf,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)O[C@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C(=O)[O-])O)O)O)[O-])C(=O)OC2,0.182,0.05,494.4,-1.88,3,12,194.9,8,0.27,5,---+-+,2
239ae,P53386771.sdf,c1ccc2c(c1)C(=O)C(=C(C2=O)N[C@H](CCCC[NH3+])C(=O)[O-])N[C@@H](CCCC[NH3+])C(=O)[O-],0.576,0.19,446.5,-3.48,8,10,193.7,14,0.21,2,--++++,4
227ae,P55387113.sdf,c1cc(c(cc1O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)[N+](=O)[O-])[N+](=O)[O-],0.455,0.19,508.4,-3.49,7,17,264.8,8,0.13,10,--++-+,3
232ae,P54072375.sdf,c1ccc(c(c1)C(=O)N/N=C/[C@@H]([C@H]([C@@H](COC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H](CO)O)O)O)[O-],0.485,0.09,503.5,-4.97,9,14,244.8,12,0.1,9,--++++,4
209ae,P56755641.sdf,CC(=CCC[C@@](C)([C@@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)OC(=O)C)O)O)C,0.273,0.15,478.6,-0.43,7,10,177.1,16,0.09,7,--++++,4
213ae,P56462278.sdf,CCCn1c(c(c(=O)[nH]c1=O)N(CCOC)C(=O)COC(=O)c2ccccc2NCCO)N,0.212,0.06,463.5,-0.23,5,12,169,12,0.31,0,--++++,4
228ae,P55387111.sdf,c1cc(c(cc1O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)[N+](=O)[O-])[N+](=O)[O-],0.455,0.1,508.4,-3.49,7,17,264.8,8,0.13,10,--++-+,3
218ae,P55925855.sdf,CC(C)[NH2+]CC(=O)Nc1ccc(cc1)OCC(=O)N,0,0.08,266.3,-0.54,5,6,98,7,0.62,0,--+---,1
