nwname,fname,smile,CHA score,CCA score
1202ay,P111271297.sdf,c1ccc2c(c1)c(c[nH]2)CC(=O)N[C@@H](CC(=O)N)C(=O)NCCCCCNC(=O)[C@H](CCC[NH3+])NC(=O)[C@H](CCCNC(=[NH2+])N)N,0.576,0.2
1203ay,P111271296.sdf,c1ccc2c(c1)c(c[nH]2)CC(=O)N[C@@H](CC(=O)N)C(=O)NCCCCCNC(=O)[C@H](CCC[NH3+])NC(=O)[C@@H](CCCNC(=[NH2+])N)N,0.848,0.2
1204ay,P111271080.sdf,C[C@H]([C@@H](C(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)[O-])N)O,0,0.21
1205ay,P111271050.sdf,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc2c[nH+]c[nH]2)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c[nH+]3)C(=O)[O-],0.152,0.23
1206ay,P111271037.sdf,CC(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)NCC(=O)N[C@@H](Cc3cnc[nH]3)C(=O)NC,0.333,0.24
1207ay,P111271034.sdf,CC(=O)N[C@@H](Cc1c[nH+]c[nH]1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NC,0.364,0.2
1208ay,P111271032.sdf,CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH+]c[nH]2)C(=O)NC,0.424,0.19
1209ay,P111270681.sdf,C[C@@H](C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)Nc2ccc(cc2)[N+](=O)[O-])NC(=O)CCC(=O)[O-],0.515,0.22
1210ay,P111270576.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCCCNC(=O)C)NC(=O)CNC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)C,0.879,0.13
1211ay,P111270560.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.424,0.23
1212ay,P111270559.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)OC(C)(C)C,0.576,0.2
1213ay,P111249469.sdf,CC(C)OC[C@@H](Cn1c2c(=O)[nH]c(=O)n(c2nc1N/N=C\3/C(=O)NC(=NC3=O)[O-])C)O,0.182,0.15
1214ay,P111217449.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])N)CCC[C@@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])[NH3+],0.333,0.15
1215ay,P111217443.sdf,c1c(c(c(c[n+]1CCCC[C@@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])[NH3+])CCC[C@@H](C(=O)[O-])[NH3+])CC[C@H](C(=O)[O-])[NH3+],0.182,0.18
1216ay,P111217398.sdf,c1c(c(c(c[n+]1CCCC[C@@H](C(=O)[O-])N)CC[C@H](C(=O)[O-])N)CCC[C@@H](C(=O)[O-])N)CC[C@@H](C(=O)[O-])[NH3+],0.091,0.13
1217ay,P111205187.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)N)[NH3+])NC(=O)N2,0.303,0.02
1218ay,P111202008.sdf,C(CNC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH2+]C[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.545,0.24
1219ay,P111202006.sdf,C(CNC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.545,0.24
1220ay,P111201999.sdf,C(CNC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH2+]C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.182,0.24
1221ay,P111201082.sdf,C(C[NH2+]C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH2+]C[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.545,0.21
1222ay,P111201079.sdf,C(C[NH2+]C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH2+]C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.242,0.22
1223ay,P111200530.sdf,c1cn(c2c1c(=O)nc([nH]2)N)[C@H]3C[C@H]([C@@H](O3)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O,0.667,0.22
1224ay,P111200529.sdf,c1cn(c2c1c(=O)nc([nH]2)N)[C@@H]3C[C@H]([C@@H](O3)CO[P@@](=O)([O-])O[P@@](=O)([O-])O[P@@](=O)(O)[O-])O,0.273,0.21
1225ay,P110497705.sdf,c1cc(ccc1N2C(=O)C[C@@H](C2=O)NCC[NH+]3CCOCC3)N4C(=O)C[C@@H](C4=O)NCC[NH+]5CCOCC5,0.152,0.01
1226ay,P110152390.sdf,Cc1c(c(n(n1)CC(=O)[O-])C)S(=O)(=O)NC[C@@H](COC)O,0.455,0.06
1227ay,P110142359.sdf,CC(C)N(CC(=O)N)C(=O)N1CCNC(=O)[C@@H]1CC(=O)[O-],0,0
1228ay,P110121354.sdf,C1CN([C@@H](C(=O)N1)CC(=O)[O-])CCS(=O)(=O)CCC(=O)N,0.576,0
1229ay,P110073825.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCNC(=O)CCCOCCOCCOCCCNC(=O)CCS)NC(=O)N2,0,0.03
1230ay,P110035134.sdf,C1C[NH+]([C@@H](C(=O)N1)CC(=O)[O-])CCS(=O)(=O)CCC(=O)N,0.212,0.06
1231ay,P10999320.sdf,Cn1c(cc(=O)n(c1=O)C)NC[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.879,0.2
1232ay,P109622361.sdf,Cc1c(c([nH]n1)C(=O)[O-])S(=O)(=O)NCCOCCOC,0.061,0.1
1233ay,P109621822.sdf,CCOCCCNS(=O)(=O)c1c(n[nH]c1C(=O)[O-])C,0.636,0.04
1234ay,P109102757.sdf,c1ccc(cc1)[C@@H](C[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O)C#N,0.576,0.23
1235ay,P109080776.sdf,CCN[C@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@H]3[C@H](CC=C(O3)CN)N)[NH3+],0.303,0.23
1236ay,P109080772.sdf,CC[NH2+][C@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@H]3[C@H](CC=C(O3)CN)N)N,0.424,0.23
1237ay,P109075616.sdf,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)N[C@@H](Cc4c[nH]cn4)C(=O)OC)O)CCC5=CC(=O)C=C[C@]35C)O,0.061,0.09
1238ay,P109062061.sdf,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N[C@@H](Cc5c[nH]cn5)C(=O)OC)O)C)O,0.424,0.06
1239ay,P109035691.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.697,0.24
1240ay,P109035326.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3)O)CO)O,0.606,0.25
1241ay,P109035300.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.364,0.24
1242ay,P109035293.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.242,0.24
1243ay,P109035281.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.485,0.25
1244ay,P109035277.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.152,0.23
1245ay,P109035273.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.667,0.25
1246ay,P109033414.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3)O)CO)O,0.545,0.25
1247ay,P109033271.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.394,0.24
1248ay,P109033125.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2O)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3O)O)CO)O,0.303,0.25
1249ay,P109033049.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3)O)CO)O,0.424,0.24
1250ay,P109033043.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3)O)CO)O,0.364,0.25
1251az,P109028531.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccc(cc2)O)[C@@H](CO)O[C@@H](/C=N/Cc3ccc(cc3)O)O)CO)O,0.364,0.24
1252az,P109028520.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\N2CCOCC2)[C@@H](CO)O[C@@H](/C=N/N3CCOCC3)O)CO)O,0.242,0.23
1253az,P109028166.sdf,CCCCCCCCCCO[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,0.303,0.25
1254az,P109027940.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@]1([C@H](C[C@H]3[C@@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0,0.04
1255az,P109027937.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0.182,0.04
1256az,P108733923.sdf,CS(=O)(=O)NCCNS(=O)(=O)CCOc1ccccc1N,0.455,0.06
1257az,P108622285.sdf,CCC(CC)N(CCO)S(=O)(=O)c1c(c(n[nH]1)C)C(=O)[O-],0.394,0.08
1258az,P108592265.sdf,CCc1[nH]c(c[nH+]1)S(=O)(=O)N[C@H](CC)CC(=S)N,0.273,0
1259az,P107107540.sdf,CCOC(=O)C(=C)CO[C@@H]1[C@@H]([C@@H](O[C@@H]([C@H]1O)CO)OCC#Cc2ccc(c(c2)C(=O)OC)O)NC(=O)C,0.394,0.21
1260az,P107107430.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)OCCC(=O)OC(C)(C)C,0.455,0.18
1261az,P107107078.sdf,CC(=O)N[C@H]1[C@@H]([C@@H]([C@H](O[C@@H]1OCc2cn(nn2)c3ccc(c(c3)OCC(=O)OC)C(=O)OC)CO)O)O,0.091,0.23
1262az,P106505551.sdf,CC[NH2+][C@](C)(CCSc1[nH]c(=O)cc(n1)C)C(=O)N,0.152,0
1263az,P106494375.sdf,CCCc1cc(=O)[nH]c(n1)SCC[C@](C)(C(=O)N)[NH2+]C,0.061,0.01
1264az,P106380963.sdf,Cc1cc(=O)[nH]c(n1)SC[C@@](C2CC2)(C(=O)N)[NH2+]C3CC3,0.242,0
1265az,P106380107.sdf,c1cnc([nH]c1=O)SC[C@](C2CC2)(C(=O)N)[NH2+]C3CC3,0.606,0.01
1266az,P106345595.sdf,CCC[NH2+][C@](CSc1[nH]ncn1)(C2CC2)C(=O)N,0.364,0
1267az,P105475150.sdf,c1cc(ccc1C[NH+](C[P@@](=O)(O)[O-])C[P@](=O)(O)[O-])CN(C[P@](=O)(O)[O-])C[P@](=O)(O)[O-],0.091,0
1268az,P105335486.sdf,C[C@H](C[C@](C)(C(=O)N)[NH2+]C)Sc1n[nH]c(=O)n1C(C)C,0.091,0
1269az,P105283973.sdf,C1C[NH+](CCN(CCC[NH+](CCN(C1)C[P@](=O)(O)[O-])CP(=O)([O-])[O-])C[P@](=O)(O)[O-])C[P@](=O)(O)[O-],0.333,0.25
1270az,P105283968.sdf,C1C[NH+](CCN(CCC[NH+](CCN(C1)C[P@](=O)(O)[O-])C[P@](=O)(O)[O-])C[P@](=O)(O)[O-])C[P@@](=O)(O)[O-],0.424,0.26
1271az,P105227184.sdf,COc1ccc(cc1OC)CCN[C@@H]2[C@H]([C@@H]3CCO[C@H]([C@@H]3[C@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.182,0.23
1272az,P105227175.sdf,COc1ccc(cc1OC)CCN[C@@H]2[C@H]([C@@H]3CCO[C@@H]([C@@H]3[C@@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.485,0.25
1273az,P105222980.sdf,COc1ccc(cc1OC)CC[NH2+][C@@H]2[C@H]([C@@H]3CCO[C@H]([C@@H]3[C@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.455,0.22
1274az,P104878422.sdf,c1ccc(cc1)n2c3ccccc3nc2CCC(=O)N(CC(=O)N)CC(=O)N,0.03,0.09
1275az,P104597300.sdf,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.364,0.23
1276az,P104267896.sdf,c1cc(ccc1/C=C\C(=O)OC[C@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.091,0.23
1277az,P104267894.sdf,c1cc(ccc1/C=C\C(=O)OC[C@@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.182,0.22
1278az,P104267889.sdf,c1cc(ccc1/C=C\C(=O)OC[C@]2(C=C[C@@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.303,0.22
1279az,P104267884.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@H](/C=C(\C)/C(=O)O)O,0.212,0.23
1280az,P104267881.sdf,C/C(=C\CC[C@@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@H](/C=C(\C)/C(=O)O)O,0.242,0.24
1281az,P104267878.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)O)O,0.606,0.23
1282az,P104267877.sdf,C/C(=C\CC[C@@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)O)O,0.03,0.24
1283az,P104267533.sdf,COC(=O)C1=CO[C@H](/C(=C\C(=O)O)/[C@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.606,0.25
1284az,P104267531.sdf,COC(=O)C1=CO[C@@H](/C(=C\C(=O)O)/[C@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.333,0.24
1285az,P104267526.sdf,COC(=O)C1=CO[C@H](/C(=C\C(=O)O)/[C@@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.182,0.24
1286az,P104267522.sdf,COC(=O)C1=CO[C@@H](C(=CC(=O)O)[C@@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0,0.22
1287az,P104266752.sdf,C[C@@]1(C[C@H]([C@@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)OC(=O)/C=C/c4ccc(cc4)O)O)O,0.333,0.367
1288az,P104266597.sdf,c1cc(c(cc1O)COC(=O)[C@]2([C@H](CCC(=O)[C@@H]2[O-])O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)COC(=O)[C@@H]4CCC=C4)O)O)OC(=O)[C@@H]5CCC=C5,0.333,0.21
1289az,P104266594.sdf,c1cc(c(cc1O)COC(=O)[C@@]2([C@H](CCC(=O)[C@@H]2[O-])O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)COC(=O)[C@@H]4CCC=C4)O)O)OC(=O)[C@@H]5CCC=C5,0.394,0.22
1290az,P104266554.sdf,CCCCCC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@H]1OC(=O)C)COC(=O)C)OC[C@@H]([C@@H](CO)O)O)O,0,0.2
1291az,P104266107.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)[O-])O,0.212,0.24
1292az,P104265856.sdf,C[C@H](CC/C=C(\C)/[C@@H](C/C=C(\C)/C=C/C(=O)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)C(=O)[O-])O)O)O)O)[C@@H](C)O,0.636,0.11
1293az,P104265590.sdf,C[C@@]12C[C@H]([C@@H]([C@@H]([C@@H]1[C@@](CC[C@@H]2O)(CO)O)O)C(=C)C(=O)OC)OC(=O)C(=C)[C@@H](CO)O,0.485,0.19
1294az,P104265469.sdf,CCCCCCCCCc1c(c(cc(c1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.394,0.25
1295az,P104265385.sdf,C[C@@H](CC/C=C(\C)/C(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]3[C@H](CC[C@]3(C)O)C(=CO2)C(=O)[O-])O)O)O)CCO,0.485,0.25
1296az,P104265014.sdf,c1ccc(cc1)/C=C/C(=O)OC[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,0.152,0.24
1297az,P104264904.sdf,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.182,0.25
1298az,P104264898.sdf,COC(=O)C1=CO[C@H]([C@@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.364,0.24
1299az,P104264894.sdf,COC(=O)C1=CO[C@@H]([C@@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.212,0.24
1300az,P104264791.sdf,C[C@H](CCCCC[C@H](CCCCCCCCCCC[C@@H](CC(=O)OC)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O,0.515,0.22
1301ba,P104264759.sdf,COc1cc(cc(c1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,0.424,0.25
1302ba,P104264755.sdf,COc1cc(ccc1O)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,0.061,0.23
1303ba,P104264681.sdf,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,0.788,0.24
1304ba,P104264465.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCCCc3ccc(c(c3)O)O)CCc4ccc(c(c4)O)O)O)O)O,0,0.2
1305ba,P104264463.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@H](CCCCc3ccc(c(c3)O)O)CCc4ccc(c(c4)O)O)O)O)O,0,0.19
1306ba,P104264453.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCc3ccc(c(c3)O)O)CC(=O)CCc4ccc(c(c4)O)O)O)O)O,0.273,0.21
1307ba,P104264308.sdf,C[C@]12CC[C@@H]([C@@]1([C@H](CC3=C2CC[C@H]4[C@@]3(C[C@@H]([C@@H](C4(C)C)OC(=O)C[C@@](C)(CC(=O)NCC(=O)OC)O)O)C)O)C)[C@@H](CC[C@@H](C(C)(C)O)O)CO,0.091,0.18
1308ba,P104264300.sdf,C[C@]12CC[C@@H]([C@@]1([C@H](CC3=C2CC[C@@H]4[C@]3(C[C@@H]([C@@H](C4(C)C)OC(=O)C[C@@](C)(CC(=O)NCC(=O)OC)O)O)C)O)C)[C@@H](CC[C@@H](C(C)(C)O)O)CO,0,0.14
1309ba,P104264029.sdf,Cc1c(c(=O)cco1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C[C@@](C)(CC(=O)[O-])O)O)O)O[C@H]3[C@@H]([C@](CO3)(CO)O)O,0.152,0.23
1310ba,P104263897.sdf,c1cc(c(cc1/C=C/C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H](c3ccc(c(c3)O)O)O)CO[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O,0.576,0.22
1311ba,P104263877.sdf,C[C@@H]1C[C@@H](CC([C@H]1/C=C/[C@@H](C)O)(C)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,0.848,0.15
1312ba,P104263684.sdf,c1cc(c(cc1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)OC(=O)/C=C/c4ccc(c(c4)O)O)O)O)O)O,0.515,0.21
1313ba,P104263624.sdf,CC(CC(=O)OCc1ccc(cc1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(CC(=O)OCc3ccc(cc3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.273,0.24
1314ba,P104263415.sdf,C=C(CCO)C(=O)OC[C@H]1[C@@H]([C@@H]([C@@H](CO1)OC(=O)C(=C)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C(=C)CCO)O)O)O)O)O,0.485,0.16
1315ba,P104263410.sdf,C=C(CCO)C(=O)OC[C@@H]1[C@@H]([C@@H]([C@@H](CO1)OC(=O)C(=C)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C(=C)CCO)O)O)O)O)O,0.303,0.17
1316ba,P104263271.sdf,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC/C(=C/CC/C(=C/CC[C@@](C)(C=C)O)/C)/C)O)O)O)O)O)O,0.03,0.21
1317ba,P104263194.sdf,c1cc(ccc1[C@H]2CC(=O)c3ccc(cc3O2)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O[C@@H]5[C@@H]([C@@](CO5)(CO)O)O,0.212,0.23
1318ba,P104263184.sdf,c1cc(ccc1[C@@H]2CC(=O)c3ccc(cc3O2)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O[C@@H]5[C@@H]([C@@](CO5)(CO)O)O,0.485,0.24
1319ba,P104263149.sdf,CC(=O)c1ccc2c(c1)C[C@@H](O2)C(=C)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O,0.545,0.23
